"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
21C0001651,UM SHORE REGIONAL HEALTH SURGERY CENTER AT CAMBRIDGE LLC,713 CAMBRIDGE MARKETPLACE BOULEVARD SUITE 2-200,CAMBRIDGE,MD,21613,,(410) 822-1000,,,,,,,,,,,,,,,,,4,,,,,
21C0001663,JOHNS HOPKINS SURGERY CENTER SERIES,10755 FALLS ROAD PAVILION 1 SUITE 480,LUTHERVILLE,MD,21093,,(410) 616-7250,,,,,,,,,,,,,,,,,4,,,,,
22C0001011,ARC WORCESTER CENTER LP DBA WORCESTER SURGICAL CENTER,300 GROVE ST,WORCESTER,MA,01605,,(508) 754-0700,98,2,0,99,92,7,1,96,89,10,1,95,88,10,2,95,,1111,388,35,07/01/2023,06/30/2024
22C0001023,CATARACT AND LASER CENTER WEST LLC,171 INTERSTATE DR,WEST SPRINGFIELD,MA,01089,,(413) 737-5500,98,2,0,99,91,8,1,95,87,11,2,95,85,13,2,94,,820,351,43,07/01/2023,06/30/2024
22C0001026,SOUTH SHORE ENDOSCOPY CENTER INC,659 WASHINGTON ST. SUITE 2,BRAINTREE,MA,02184,,(781) 952-1446,,,,,,,,,,,,,,,,,4,,,,,
22C0001101,NEW ENGLAND BAPTIST SURGERY CENTER LLC,40 ALLIED DRIVE SUITE 200,DEDHAM,MA,02026,,(781) 809-2050,,,,,,,,,,,,,,,,,4,,,,,
23C0001020,SURGICAL CARE CENTER OF MICHIGAN,750 EAST BELTLINE NE,GRAND RAPIDS,MI,49525,,(616) 588-6520,96,4,0,98,84,12,4,90,88,10,2,95,85,14,1,94,,1512,279,19,07/01/2023,06/30/2024
23C0001031,GENESIS ASC PARTNERS LLC DBA GENESIS SURGERY CENTER,3400 EAST JOLLY RD,LANSING,MI,48910,,(517) 708-3363,98,2,0,99,94,5,1,97,91,8,1,96,89,11,0,96,,1253,465,40,07/01/2023,06/30/2024
23C0001053,EAST PARIS SURGICAL CENTER LLC,1000 EAST PARIS AVE S.E.,GRAND RAPIDS,MI,49546,,(616) 464-3430,98,2,0,99,88,10,2,93,92,7,1,96,91,8,1,96,,1293,347,27,07/01/2023,06/30/2024
23C0001068,SHORELINE ASC INC,1266 E. SHERMAN BLVD,MUSKEGON,MI,49444,,(231) 737-4714,,,,,,,,,,,,,,,,,4,,,,,
23C0001073,ANDERSEN EYE SURGERY CENTER LLC,5161 CARDINAL PARK DR,SAGINAW,MI,48604,,(989) 249-6271,,,,,,,,,,,,,,,,,4,,,,,
23C0001074,THE CENTER FOR GASTROINTESTINAL HEALTH AT HEALTH PARK LLC,600 HEALTH PARK BLVD. STE. E,GRAND BLANC,MI,48439,,(810) 603-8224,,,,,,,,,,,,,,,,,4,,,,,
23C0001080,WALKER SURGICAL CENTER LLC,3300 WALKER VIEW DR.,WALKER,MI,49544,,(616) 588-6560,,,,,,,,,,,,,,,,,4,,,,,
23C0001085,TOWNE CENTRE SURGERY CENTER LLC,4599 TOWN CENTER RD.,SAGINAW,MI,48604,,(989) 497-3096,98,2,0,99,90,8,2,94,94,5,1,97,92,7,1,97,,1408,296,21,07/01/2023,06/30/2024
23C0001109,CLARKSTON SURGERY CENTER,5701 BOW POINTE DR,CLARKSTON,MI,48346,,(248) 922-4800,99,1,0,99,92,6,2,95,91,8,1,95,90,10,0,96,,1019,348,34,07/01/2023,06/30/2024
23C0001114,SURGICAL INSTITUTE OF MONROE,1051 SOUTH TELEGRAPH RD,MONROE,MI,48161,,(734) 244-5383,98,2,0,99,93,6,1,96,92,7,1,96,88,11,1,95,,1363,536,39,07/01/2023,06/30/2024
23C0001128,RED CEDAR SURGERY CENTER PLLC,5668 OKEMOS RD,HASLETT,MI,48840,,(517) 481-2883,98,2,0,99,92,7,1,95,95,4,1,97,92,8,0,97,,794,366,46,07/01/2023,06/30/2024
23C0001137,GRAND RAPIDS SURGICAL SUITES PLLC,2505 EAST PARIS AVE SUITE 105,GRAND RAPIDS,MI,49546,,(616) 551-3459,97,2,1,98,92,7,1,96,90,8,2,95,82,15,3,93,,791,358,45,07/01/2023,06/30/2024
23C0001139,HEALTH POINTE,15100 WHITTAKER WAY,GRAND HAVEN,MI,49417,,(616) 935-6329,98,2,0,99,93,6,1,96,90,8,2,96,88,10,2,95,,2380,420,18,07/01/2023,06/30/2024
23C0001140,MICHIGAN OUTPATIENT SURGICAL SOLUTIONS,46325 WEST 12 MILE ROAD SUITE 100,NOVI,MI,48377,,(248) 618-2121,98,2,0,99,94,5,1,96,94,6,0,96,86,13,1,95,,1084,344,32,07/01/2023,06/30/2024
23C0001144,NORTHERN MICHIGAN SURGICAL SUITES,825 MOLL DRIVE,BOYNE CITY,MI,49712,,(000) 000-0000,98,2,0,99,92,7,1,95,90,9,1,96,90,9,1,96,,1008,440,44,07/01/2023,06/30/2024
23C0001145,UPPER PENINSUAL SURGERY CENTER DBA UPPER MICHIGAN SURGERY CENTER,1414 WEST FAIR AVENUE,MARQUETTE,MI,49855,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
24C0001010,CARRIS HEALTH LLC,"1310 1ST STREET S, PO BOX 773",WILLMAR,MN,56201,,(000) 000-0000,99,1,0,99,94,5,1,96,89,10,1,95,85,14,1,95,,2737,805,29,07/01/2023,06/30/2024
24C0001019,LANDMARK SURGERY CENTER,7115 TAMARACK RD SUITE 200,WOODBURY,MN,55125,,(651) 261-1717,99,1,0,99,94,5,1,96,95,4,1,97,91,8,1,97,,1337,467,35,07/01/2023,06/30/2024
24C0001026,LAKEWALK SURGERY CENTER,1420 LONDON RD SUITE 100,DULUTH,MN,55805,,(218) 728-8505,,,,,,,,,,,,,,,,,4,,,,,
24C0001048,TRIA ORTHOPAEDIC CENTER LLC,8100 NORTHLAND DR,BLOOMINGTON,MN,55431,,(952) 806-5321,,,,,,,,,,,,,,,,,4,,,,,
24C0001052,SUMMIT ORTHOPEDICS LTD DBA PLYMOUTH SURGERY CENTER,15700 37TH AVENUE NORTH SUITE 210,PLYMOUTH,MN,55446,,(651) 968-5662,99,1,0,99,95,5,0,98,93,6,1,96,88,10,2,95,,1237,367,30,07/01/2023,06/30/2024
24C0001053,ORSESHOE SURGERY CENTER LLC DBA LAKEWOOD SURGERY CENTER,1542 GOLF COURSE RD SUITE 105,GRAND RAPIDS,MN,55744,,(218) 326-3937,,,,,,,,,,,,,,,,,4,,,,,
24C0001060,CENTRACARE SURGERY CENTER LLC,1900 CENTRACARE CIR,ST CLOUD,MN,56303,,(320) 229-4964,98,2,0,99,93,6,1,96,90,9,1,95,85,13,2,94,,3249,939,29,07/01/2023,06/30/2024
24C0001062,M HEALTH FAIRVIEW,1700 UNIVERSITY AVE WEST,SAINT PAUL,MN,55104,,(612) 672-6989,,,,,,,,,,,,,,,,,4,,,,,
24C0001074,SANFORD HEALTH DETROIT LAKES SAME DAY SURGERY CTR,1245 WASHINGTON AVE,DETROIT LAKES,MN,56501,,(218) 846-2000,99,1,0,99,94,5,1,97,94,6,0,97,90,9,1,96,,998,402,40,07/01/2023,06/30/2024
24C0001078,VADNAIS HEIGHTS SURGERY CENTER,3580 ARCADE ST,VADNAIS HEIGHTS,MN,55127,,(651) 968-5662,99,1,0,99,92,7,1,96,94,5,1,97,93,6,1,97,,1287,537,42,07/01/2023,06/30/2024
24C0001088,MINNETONKA AMBULATORY SURGERY CENTER LLC,15450 HWY 7 SUITE 200,MINNETONKA,MN,55345,,(763) 581-8950,,,,,,,,,,,,,,,,,4,,,,,
24C0001089,M HEALTH CLINICS AND SURGERY CENTER,1700 UNIVERSITY AVE WEST,ST. PAUL,MN,55104,,(612) 672-6989,,,,,,,,,,,,,,,,,4,,,,,
24C0001091,EAGAN SURGERY CENTER,2620 EAGAN WOODS DR,EAGAN,MN,55121,,(651) 968-5662,98,2,0,99,92,7,1,95,90,8,2,95,90,8,2,96,,1293,507,39,07/01/2023,06/30/2024
24C0001115,ESSENTIA HEALTH SURGERY CENTERS DULUTH LLC DBA ESSENTIA HEALTH SURGERY CENTER MILLER HILL,1600 MILLER TRUNK HIGHWAY BUILDING D SUITE 101,DULUTH,MN,55811,,(218) 606-9200,,,,,,,,,,,,,,,,,4,,,,,
24C0001118,NORTHERN LAKES SURGERY CENTER LLC,4791 COUNTY ROAD 10,MOOSE LAKE,MN,55767,,(218) 509-2100,,,,,,,,,,,,,,,,,4,,,,,
25C0001028,SOUTHERN SURGERY CENTER,3688 VETERANS MEMORIAL DR SUITE 100,HATTIESBURG,MS,39401,,(601) 554-7533,98,2,0,99,94,5,1,96,93,6,1,97,93,6,1,97,,1459,574,40,07/01/2023,06/30/2024
25C0001046,COLUMBUS ORTHOPAEDIC OUTPATIENT CENTER,640 LEIGH DR,COLUMBUS,MS,39705,,(662) 328-7123,98,2,0,99,90,6,4,93,90,8,2,96,84,13,3,93,2,928,243,26,07/01/2023,06/30/2024
25C0001058,CENTER FOR DIGESTIVE HEALTH LLC,589 GARFIELD ST,TUPELO,MS,38801,,(662) 377-4173,97,3,0,99,93,6,1,96,91,8,1,96,87,12,1,95,,1988,445,22,07/01/2023,06/30/2024
25C0001069,G I DIAGNOSTIC AND THERAPEUTIC CENTER LLC,"7668 AIRWAYS BLVD, BUILDING # 2",SOUTHAVEN,MS,38671,,(662) 349-6950,,,,,,,,,,,,,,,,,4,,,,,
25C0001091,UROLOGIC AMBULATORY SURGERY CENTER,3353 NORTH GLOSTER ST,TUPELO,MS,38804,,(662) 432-0753,,,,,,,,,,,,,,,,,4,,,,,
26C0001021,CREEKWOOD SURGERY CENTER LP,211 NORTHEAST 54TH ST SUITE 100,KANSAS CITY,MO,64118,,(816) 988-2553,96,3,1,98,92,6,2,95,87,12,1,95,87,11,2,95,,1044,286,27,07/01/2023,06/30/2024
26C0001028,SAINT LUKES GI DIAGNOSTICS LLC,4321 WASHINGTON STE. 5600,KANSAS CITY,MO,64111,,(816) 416-8353,96,3,1,98,90,8,2,94,84,13,3,93,82,15,3,93,,1207,306,25,07/01/2023,06/30/2024
26C0001060,SOUTH COUNTY OUTPATIENT ENDOSCOPY SERVICES LP DBA SOUTH COUNTY OUTPATIENT ENDOSCOPY SERVICES,5139 MATTIS RD  SUITE 100,ST LOUIS,MO,63128,,(314) 729-9780,98,2,0,99,93,6,1,96,93,5,2,96,89,9,2,95,,1271,471,37,07/01/2023,06/30/2024
26C0001061,MANCHESTER AMBULATORY SURGERY CENTER LP DBA DES PERES SQUARE SURGERY CENTER,1050 OLD DES PERES RD SUITE 150,SAINT LOUIS,MO,63131,,(314) 775-2264,97,3,0,99,92,6,2,95,90,9,1,95,88,11,1,96,,1352,416,31,07/01/2023,06/30/2024
26C0001066,MIDWEST DIGESTIVE HEALTH CENTER LLC,3601 NORTHEAST RALPH POWELL RD,LEES SUMMIT,MO,64064,,(816) 251-1255,98,2,0,99,95,4,1,97,95,4,1,97,92,7,1,97,,1439,383,27,07/01/2023,06/30/2024
26C0001069,BRIARCLIFF AMBULATORY SURGERY CENTER LP DBA BRIARCLIFF SURGERY CENTER,4150 NORTH MULBERRY DR SUITE 100,KANSAS CITY,MO,64116,,(816) 214-4364,96,4,0,98,93,5,2,95,89,8,3,95,85,11,4,93,,1324,345,26,07/01/2023,06/30/2024
26C0001080,MID RIVERS SURGERY CENTER,5401 VETERANS MEMOIRAL PARKWAY,ST PETERS,MO,63376,,(636) 441-0906,,,,,,,,,,,,,,,,,4,,,,,
26C0001082,CHESTERFIELD SURGERY CENTER,17050 BAXTER RD SUITE 110,CHESTERFIELD,MO,63005,,(636) 537-0122,99,1,0,99,93,6,1,96,91,8,1,96,89,10,1,96,,747,244,33,07/01/2023,06/30/2024
26C0001087,ADVANCED AMBULATORY SURGICAL CARE LP,"10448 OLD OLIVE ST RD, SUITE 100",CREVE COEUR,MO,63141,,(314) 743-8091,97,2,1,98,92,7,1,95,88,11,1,95,85,14,1,94,,771,216,28,07/01/2023,06/30/2024
26C0001088,SURGERY CENTER OF COLUMBIA LP,305 NORTH KEENE ST SUITE 107,COLUMBIA,MO,65201,,(573) 256-6272,98,1,1,99,93,6,1,96,90,9,1,95,88,11,1,95,,570,215,38,07/01/2023,06/30/2024
26C0001097,RIVERSIDE AMBULATORY SURGERY CENTER,100 VILLAGE SQUARE,HAZELWOOD,MO,63042,,(314) 373-8931,98,2,0,99,94,5,1,97,89,9,2,95,88,10,2,95,,1602,404,25,07/01/2023,06/30/2024
26C0001109,WEBSTER AMBULATORY SURGERY CENTER LP DBA LANDMARK SURGERY CENTER,9701 LANDMARK PARKWAY DR SUITE 100,SAINT LOUIS,MO,63127,,(314) 729-0100,99,1,0,99,94,4,2,96,91,9,0,96,84,15,1,94,,786,204,26,07/01/2023,06/30/2024
26C0001112,FRONTENAC AMBULATORY SURGERY AND SPINE CARE CENTER LP DBA FRONTENAC SURGERY AND SPINE CARE CENTER,10435 CLAYTON RD SUITE 110,FRONTENAC,MO,63131,,(314) 995-3990,97,2,1,98,91,7,2,94,91,5,4,95,86,11,3,94,,1144,277,24,07/01/2023,06/30/2024
26C0001116,MASON RIDGE AMBULATORY SURGERY CENTER DBA GATEWAY ENDOSCOPY CENTER,12855 NORTH FORTY DR SUITE 150,SAINT LOUIS,MO,63141,,(314) 336-1130,99,1,0,99,94,5,1,96,94,5,1,97,94,5,1,98,,978,331,34,07/01/2023,06/30/2024
26C0001117,TWIN CITIES AMBULATORY SURGERY CENTER LP,1101 W. GANNON DR.,FESTUS,MO,63028,,(636) 931-5997,97,2,1,98,93,6,1,96,86,12,2,94,83,14,3,93,,654,227,35,07/01/2023,06/30/2024
26C0001138,OLD TESSON SURGERY CENTER,12639 OLD TESSON SUITE 130,ST. LOUIS,MO,63128,,(314) 748-4225,98,2,0,99,92,6,2,95,90,9,1,96,86,12,2,95,,712,308,43,07/01/2023,06/30/2024
26C0001148,EMERSON SURGERY CENTER LLC,"633 EMERSON RD, SUITE 140",ST LOUIS,MO,63141,,(314) 991-9922,98,2,0,99,94,5,1,96,94,6,0,97,92,7,1,97,,983,288,29,07/01/2023,06/30/2024
26C0001157,OLIVE AMBULATORY SURGERY CENTER DBA NORTH CAMPUS SURGERY CENTER,633 EMERSON RD SUITE 120,SAINT LOUIS,MO,63141,,(314) 991-2090,93,6,1,96,91,5,4,93,79,20,1,92,78,17,5,91,3,328,70,21,07/01/2023,06/30/2024
26C0001162,TOTAL JOINT CENTER OF THE NORTHLAND,200 NORTHEAST 54TH ST SUITE 200,KANSAS CITY,MO,64118,,(816) 499-8500,99,1,0,99,93,6,1,96,93,6,1,97,91,8,1,96,,427,207,49,07/01/2023,06/30/2024
27C0001020,YELLOWSTONE SURGERY CENTER LLC,1144 N. 28TH ST.,BILLINGS,MT,59101,,(406) 237-5900,99,1,0,100,92,7,1,96,94,5,1,97,92,7,1,97,,885,275,31,07/01/2023,06/30/2024
27C0001022,KALISPELL REGIONAL MEDICAL CENTER INC,111 SUNNYVIEW LANE,KALISPELL,MT,59901,,(406) 257-6700,,,,,,,,,,,,,,,,,4,,,,,
27C0001026,KALISPELL REGIONAL MEDICAL CENTER INC DBA POLSON HEALTH OUTPATIENT CENTER,106 RIDGEWATER DR SUITE B,POLSON,MT,59860,,(406) 883-1911,,,,,,,,,,,,,,,,,4,,,,,
27C0001028,YELLOWSTONE SURGERY CENTER LLC DBA YELLOWSTONE SURGERY CENTER WEST,1739 SPRING CREEK DRIVE,BILLINGS,MT,59102,,(000) 000-0000,98,2,0,99,90,9,1,94,92,7,1,96,89,10,1,96,,1163,479,41,07/01/2023,06/30/2024
27C0001029,WEST BOZEMAN SURGERY CENTER LLC DBA BOZEMAN OUTPATIENT SURGERY CENTER,875 SOUTH COTTONWOOD ROAD SUITE 100,BOZEMAN,MT,59718,,(000) 000-0000,98,2,0,99,93,6,1,96,90,9,1,95,87,12,1,95,,1135,382,34,07/01/2023,06/30/2024
28C0001032,NORTH PLATTE SURGERY CENTER LLC,621 WEST FRANCIS ST,NORTH PLATTE,NE,69101,,(308) 534-5400,98,2,0,99,94,5,1,97,89,9,2,95,85,14,1,94,,1199,372,31,07/01/2023,06/30/2024
28C0001056,PACIFIC SURGERY CENTER,10707 PACIFIC ST SUITE 100,OMAHA,NE,68114,,(402) 932-6602,,,,,,,,,,,,,,,,,4,,,,,
29C0001005,SURGERY CENTER OF RENO,343 ELM ST SUITE 100,RENO,NV,89503,,(775) 336-6952,,,,,,,,,,,,,,,,,4,,,,,
29C0001036,PARKWAY SURGERY CENTER,100 NORTH GREEN VALLEY PARKWAY SUITE 125,HENDERSON,NV,89074,,(702) 616-4950,96,3,1,98,90,8,2,94,89,8,3,95,87,11,2,95,,1100,237,22,07/01/2023,06/30/2024
29C0001038,LAKE TAHOE SURGERY CENTER,212 ELKS POINT RD SUITE 201,ZEPHYR COVE,NV,89448,,(775) 588-9188,98,2,0,99,97,2,1,98,95,5,0,97,91,7,2,96,,574,214,37,07/01/2023,06/30/2024
29C0001073,DURANGO OUTPATIENT SURGERY CENTER,8530 WEST SUNSET RD SUITE 100,LAS VEGAS,NV,89113,,(702) 789-5700,98,2,0,99,91,7,2,95,91,8,1,96,86,11,3,94,,817,133,16,07/01/2023,06/30/2024
29C0001102,PARKWAY SURGERY CENTER DBA PARKWAY SURGERY CENTER AT HORIZON RIDGE,10561 JEFFREYS ST SUITE 130,HENDERSON,NV,89052,,(702) 724-8900,96,3,1,97,89,9,2,93,88,9,3,95,87,12,1,95,,1317,302,23,07/01/2023,06/30/2024
29C0001138,ELKO COMMUNITY HEALTH CENTER LLC,2098 IDAHO STREET,ELKO,NV,89801,,(775) 389-5778,99,1,0,100,94,5,1,97,95,5,0,97,97,3,0,99,,744,201,27,07/01/2023,06/30/2024
30C0001014,DARTMOUTH-HITCHCOCK CLINIC,100 HITCHCOCK WAY,MANCHESTER,NH,03104,,(603) 629-8237,99,1,0,100,93,6,1,96,94,5,1,96,92,7,1,97,,2547,619,24,07/01/2023,06/30/2024
30C0001031,DARTMOUTH HITCHCOCK CLINIC,2300 SOUTHWOOD DR,NASHUA,NH,03063,,(603) 577-4180,99,1,0,100,96,3,1,98,95,4,1,97,92,7,1,97,,1679,419,25,07/01/2023,06/30/2024
30C0001042,NORTH ATLANTIC SURGICAL SUITES LLC,23 KEEYWAYDIN DRIVE,SALEM,NH,03079,,(603) 386-0272,99,1,0,99,93,6,1,96,91,9,0,97,90,9,1,96,,508,271,53,07/01/2023,06/30/2024
30C0001043,MINIMALLY INVASIVE SURGERY CENTER OF NEW ENGLAND,4 HAWTHORNE DRIVE,BEDFORD,NH,03079,,(000) 000-0000,97,3,0,98,90,9,1,94,86,11,3,94,84,15,1,94,,1224,329,27,07/01/2023,06/30/2024
30C0001044,ATLANTIC COAST SURGICAL SUITES LLC,325-2 LAFAYETTE RD,SEABROOK,NH,03874,,(603) 218-1793,98,2,0,99,93,6,1,96,90,8,2,96,89,9,2,95,,446,164,37,07/01/2023,06/30/2024
30C0001050,MASS GENERAL BRIGHAM AMSURG INC,30 TUSCAN BOULEVARD THIRD FLOOR,SALEM,NH,03079,,(857) 282-8001,,,,,,,,,,,,,,,,,4,,,,,
31C0001007,SUMMIT SURGICAL CENTER LLC,200 BOWMAN DR SUITE D160,VOORHEES,NJ,08043,,(856) 247-7810,,,,,,,,,,,,,,,,,4,,,,,
31C0001035,BERGEN GASTROENTEROLOGY PC,"466 OLD HOOK RD, SUITE 1",EMERSON,NJ,07630,,(201) 967-8221,98,2,0,99,91,7,2,94,85,12,3,93,86,13,1,95,,979,216,22,07/01/2023,06/30/2024
31C0001052,HUNTERDON CENTER FOR SURGERY LLC,9100 WESTCOTT DR. STE. 201,FLEMINGTON,NJ,08822,,(908) 806-7017,,,,,,,,,,,,,,,,,4,,,,,
31C0001087,NJ VEIN & COSMETIC SURGERY CENTER,741 NORTHFIELD AVE SUITE 105,WEST ORANGE,NJ,07052,,(732) 383-4189,,,,,,,,,,,,,,,,,4,,,,,
31C0001088,ATLANTICARE SURGERY CENTER LLC,2500 ENGLISH CREEK AVE. STE. 702,EGG HARBOR TOWNSHIP,NJ,08234,,(609) 407-2553,,,,,,,,,,,,,,,,,4,,,,,
31C0001099,SHORE OUTPATIENT SURGICENTER LLC,360 ROUTE 70,LAKEWOOD,NJ,08201,,(732) 942-9835,97,3,0,99,91,6,3,94,89,9,2,95,84,14,2,93,,1024,332,32,07/01/2023,06/30/2024
31C0001103,ATLANTICARE SURGERY CENTER CAPE MAY,106 CT HOUSE SOUTH DENNIS RD BUILDING 100,CAPE MAY CT HOUSE,NJ,08210,,(609) 465-0300,,,,,,,,,,,,,,,,,4,,,,,
31C0001126,SHREWSBURY SURGERY CENTER,655 SHREWSBURY AVE,SHREWSBURY,NJ,07702,,(732) 450-6000,99,1,0,99,90,9,1,95,91,8,1,96,88,11,1,95,,1323,370,28,07/01/2023,06/30/2024
31C0001147,SAME DAY SURGERY CENTER,225 MAY ST UNIT C,EDISON,NJ,08837,,(732) 661-0570,97,3,0,99,91,7,2,94,89,9,2,95,84,15,1,94,,1274,281,22,07/01/2023,06/30/2024
31C0001150,DENVILLE SURGERY CENTER,3130 ROUTE 10 WEST SUITE 200,DENVILLE,NJ,07834,,(973) 328-3475,98,2,0,99,93,5,2,96,92,7,1,96,88,11,1,96,,1069,305,29,07/01/2023,06/30/2024
31C0001152,ENDOSCOPY CENTER OF HACKENSACK LLC DBA HACKENSACK ENDOSCOPY CENTER,170 PROSPECT AVE  SUITE 10,HACKENSACK,NJ,07601,,(201) 498-0030,98,2,0,99,93,5,2,96,92,6,2,95,93,6,1,97,,857,221,26,07/01/2023,06/30/2024
31C0001153,TOMS RIVER SURGERY CENTER,1430 HOOPER AVE SUITE 301,TOMS RIVER,NJ,08753,,(732) 240-2277,98,2,0,99,95,3,2,97,97,2,1,98,94,5,1,97,,1027,337,33,07/01/2023,06/30/2024
31C0001160,HAMILTON ENDOSCOPY AND SURGERY CENTER LLC,"1235 WHITE HORSE MERCERVILLE RD, SUITE 310",HAMILTON,NJ,08619,,(609) 581-6610,97,3,0,98,87,9,4,92,90,7,3,95,84,15,1,94,,874,214,24,07/01/2023,06/30/2024
31C0001162,SUBURBAN ENDOSCOPY CENTER LLC,799 BLOOMFIELD AVE.,VERONA,NJ,07044,,(973) 571-1600,98,2,0,99,88,9,3,93,89,10,1,95,87,11,2,95,,1084,245,23,07/01/2023,06/30/2024
31C0001176,MT LAUREL ENDOSCOPY CENTER LP,15000 MIDLANTIC DR SUITE 110,MOUNT LAUREL,NJ,08054,,(856) 996-4001,,,,,,,,,,,,,,,,,4,,,,,
31C0001191,SADDLE RIVER VALLEY SURGICAL CENTER,1 WEST RIDGEWOOD AVE. G-03,PARAMUS,NJ,07652,,(201) 447-2677,,,,,,,,,,,,,,,,,4,,,,,
31C0001193,LAKEWOOD SURGERY CENTER LLC,1215 ROUTE 70 SUITE 2000,LAKEWOOD,NJ,08701,,(732) 719-1800,99,1,0,99,94,5,1,96,92,7,1,96,89,10,1,96,,1096,376,34,07/01/2023,06/30/2024
31C0001197,METROPOLITAN NEW JERSEY LLC DBA METROPOLITAN SURGERY CENTER,433 HACKENSACK AVE,HACKENSACK,NJ,07601,,(201) 527-6800,96,4,0,98,90,8,2,94,82,17,1,94,77,21,2,91,,1185,244,21,07/01/2023,06/30/2024
31C0001199,CENTER FOR BONE AND JOINT SURGERY DBA NORTHERN MONMOUTH REGIONAL SURGERY CENTER LLC,195 ROUTE 9 SOUTH SUITE 210,MANALAPAN,NJ,07726,,(732) 921-2305,99,1,0,99,92,6,2,95,93,6,1,97,89,10,1,96,,867,283,33,07/01/2023,06/30/2024
31C0001205,PARAMUS ENDOSCOPY LLC DBA ENDOSCOPY CENTER OF BERGEN COUNTY,80 EISENHOWER DR SUITE 100,PARAMUS,NJ,07652,,(201) 336-1100,98,2,0,99,89,8,3,93,91,7,2,95,88,10,2,95,,1442,338,23,07/01/2023,06/30/2024
31C0001216,AMBULATORY SURGICAL CENTER OF SOMERVILLE LLC DBA SOMERSET AMBULATORY SURGICAL CENTER,1 US HWY 206 NORTH,SOMERVILLE,NJ,08876,,(908) 393-8360,97,3,0,99,90,8,2,94,87,11,2,95,84,13,3,93,,970,262,27,07/01/2023,06/30/2024
31C0001218,MILLENNIUM SURGICAL CENTER LLC,"2090 SPRINGDALE RD., SUITE A",CHERRY HILL,NJ,08003,,(856) 751-4555,98,2,0,99,96,3,1,98,90,8,2,95,87,11,2,94,,1507,264,18,07/01/2023,06/30/2024
31C0001223,ATLANTICARE SURGERY CENTER-OCEAN COUNTY,798 ROUTE 539 BUILDING A SUITE 1,LITTLE EGG HARBOR,NJ,08087,,(609) 296-1122,,,,,,,,,,,,,,,,,4,,,,,
31C0001253,KHS AMBULATORY SURGICAL CENTER,405 HURFFVILLE-CROSSKEYS RD SUITE 210,SEWELL,NJ,08080,,(856) 582-2072,99,1,0,99,92,7,1,95,93,6,1,97,88,10,2,95,,1081,396,37,07/01/2023,06/30/2024
31C0001261,COASTAL ENDO LLC,175 GUNNING RIVER RD,BARNEGAT,NJ,08005,,(609) 698-0700,96,3,1,98,95,4,1,97,90,9,1,95,90,9,1,96,,1000,294,29,07/01/2023,06/30/2024
31C0001269,SURGICAL SPECIALISTS AT PRINCETON LLC,136 MAIN ST. STE. 100,PRINCETON,NJ,08540,,(609) 853-2261,97,3,0,98,93,6,1,96,89,10,1,95,89,10,1,96,,1337,388,29,07/01/2023,06/30/2024
31C0001305,VANGUARD ASC LLC DBA VANGUARD SURGICAL CENTER,113 ESSEX STREET,MAYWOOD,NJ,07607,,(201) 291-9100,99,1,0,100,96,3,1,97,95,3,2,97,92,7,1,97,,988,315,32,07/01/2023,06/30/2024
31C0001341,ATLANTICARE CENTER FOR ORTHOPEDIC SURGERY,2500 ENGLISH CREEK AVE SUITE 1201,EGG HARBOR TWP,NJ,08234,,(609) 383-6493,,,,,,,,,,,,,,,,,4,,,,,
31C0001347,SJV MANAGEMENT LLC DBA SOUTH JERSEY VASCULAR SURGERY CENTER,200 CENTURY PARKWAY SUITE E,MOUNT LAUREL,NJ,08054,,(856) 482-2800,,,,,,,,,,,,,,,,,4,,,,,
32C0001107,NEW MEXICO ORTHOPAEDIC SURGERY CENTER LP DBA NEW MEXICO ORTHOPAEDIC SURGERY CENTER,201 CEDAR ST SOUTHEAST SUITE 7650,ALBUQUERQUE,NM,87106,,(505) 724-4394,96,3,1,98,91,7,2,94,89,10,1,95,86,12,2,94,,1579,462,29,07/01/2023,06/30/2024
32C0001127,PRESBYTERIAN HOSPITAL ASC,201 CEDAR ST SOUTHEAST SUITE 7650,ALBUQUERQUE,NM,87106,,(505) 357-3567,97,3,0,98,88,10,2,93,87,10,3,95,77,22,1,92,,1121,241,21,07/01/2023,06/30/2024
